customer_id,operator,circle,city_tier,age,gender,plan_type,device_type,tenure_months,monthly_recharge_inr,plan_validity_days,days_since_last_recharge,payment_channel,ott_bundle,data_gb_month,voice_minutes_month,sms_per_month,recharge_change_pct,data_change_pct,dual_sim,five_g_area,call_drop_rate_pct,network_complaints_3m,care_calls_3m,churn
IN108245,Airtel,Uttar Pradesh,Rural,25,Male,Prepaid,Feature phone,79,225,56,59,Operator app,0,0.8,595,21,-2.4,-2.0,0,0,4.2,1,0,0
IN108246,Airtel,Tamil Nadu,Rural,25,Female,Prepaid,4G smartphone,10,198,84,13,Retail shop,0,20.0,216,18,-9.9,-6.4,0,0,3.2,1,2,0
IN108247,Airtel,Maharashtra,Rural,25,Female,Prepaid,4G smartphone,120,114,28,4,UPI app,0,9.0,514,20,9.1,-11.8,1,0,2.4,1,0,0
IN108248,Jio,Tamil Nadu,Tier-2,28,Female,Prepaid,4G smartphone,6,171,28,23,Operator app,0,6.4,306,14,-3.5,18.4,0,1,3.2,1,2,0
IN108249,Airtel,West Bengal,Rural,42,Male,Prepaid,5G smartphone,14,168,28,42,UPI app,0,20.7,456,17,-4.5,-11.6,0,0,3.4,0,0,1
IN108250,Jio,Uttar Pradesh,Tier-2,27,Female,Prepaid,Feature phone,36,255,28,7,UPI app,1,0.5,613,14,21.4,7.2,0,1,4.8,3,3,0
IN108251,Airtel,Bihar,Rural,38,Male,Prepaid,4G smartphone,16,127,28,1,Retail shop,0,34.8,135,20,17.3,-31.1,1,0,3.6,1,0,0
IN108252,Jio,Rajasthan,Metro,34,Male,Prepaid,4G smartphone,2,144,84,25,Retail shop,0,24.4,289,16,-19.6,31.6,0,1,1.5,1,3,0
IN108253,Vi,Tamil Nadu,Tier-3,27,Male,Prepaid,4G smartphone,82,208,28,27,UPI app,0,41.0,406,27,-20.0,23.4,1,0,1.4,0,0,0
IN108254,Jio,Delhi,Metro,45,Female,Prepaid,4G smartphone,9,300,28,7,UPI app,1,22.6,498,27,-38.2,14.6,1,1,2.1,1,3,0
IN108255,Airtel,Maharashtra,Tier-3,39,Male,Prepaid,4G smartphone,21,292,84,39,UPI app,0,29.1,351,16,-28.1,-31.3,1,0,4.9,1,1,1
IN108256,Jio,Tamil Nadu,Tier-2,32,Male,Prepaid,5G smartphone,42,495,84,40,Operator app,1,12.7,449,20,41.5,-15.6,0,1,0.7,0,0,0
IN108257,Airtel,Bihar,Rural,31,Male,Prepaid,4G smartphone,65,119,56,13,Retail shop,0,7.7,371,14,-4.4,2.7,1,0,3.3,2,1,0
IN108258,Jio,Uttar Pradesh,Rural,32,Female,Prepaid,4G smartphone,75,216,56,12,UPI app,0,32.7,475,17,14.1,-84.1,1,0,2.3,0,1,1
IN108259,Jio,Karnataka,Tier-2,18,Male,Postpaid,5G smartphone,13,1327,30,17,Auto-debit,0,35.2,389,19,1.2,27.3,0,0,3.7,2,1,0
IN108260,Jio,Tamil Nadu,Rural,23,Female,Prepaid,4G smartphone,57,121,28,5,UPI app,0,15.1,129,15,17.8,-26.3,0,0,1.5,2,2,0
IN108261,Airtel,Rajasthan,Tier-3,36,Male,Prepaid,5G smartphone,5,153,28,1,Retail shop,0,12.7,453,22,18.6,35.6,0,0,3.2,0,0,0
IN108262,Vi,Mumbai,Tier-2,18,Male,Prepaid,5G smartphone,54,354,28,54,Retail shop,0,44.8,576,19,-36.1,-34.9,1,0,2.4,2,2,1
IN108263,BSNL,Bihar,Tier-2,24,Female,Prepaid,4G smartphone,60,269,365,89,UPI app,0,14.7,361,18,-0.4,1.2,1,1,3.6,0,1,0
IN108264,Jio,Karnataka,Tier-2,28,Male,Prepaid,4G smartphone,78,277,84,13,UPI app,0,5.7,441,18,2.5,49.0,0,1,1.1,2,4,0
IN108265,BSNL,Rajasthan,Metro,61,Male,Prepaid,4G smartphone,26,372,56,36,Retail shop,0,22.5,674,18,11.3,-10.6,0,1,2.1,0,1,0
IN108266,BSNL,Maharashtra,Tier-3,38,Female,Prepaid,5G smartphone,1,279,28,30,Retail shop,0,29.8,332,23,-10.1,47.4,0,0,2.3,0,1,0
IN108267,Airtel,Maharashtra,Tier-3,42,Female,Prepaid,4G smartphone,33,250,56,17,UPI app,0,14.3,392,23,7.2,-4.7,1,0,1.8,1,0,0
IN108268,Jio,Karnataka,Tier-2,23,Male,Prepaid,5G smartphone,3,305,28,22,Retail shop,0,46.8,429,16,-9.0,-20.8,0,0,2.5,2,1,0
IN108269,Airtel,Gujarat,Rural,35,Female,Prepaid,5G smartphone,7,126,56,13,Retail shop,0,22.4,120,28,-18.5,-0.0,1,0,3.5,1,1,0
IN108270,Jio,West Bengal,Metro,18,Male,Prepaid,5G smartphone,39,423,84,4,UPI app,1,17.0,271,19,-6.2,-16.5,0,1,2.4,0,0,0
IN108271,Airtel,Uttar Pradesh,Rural,28,Female,Prepaid,5G smartphone,79,331,56,28,UPI app,0,23.4,461,19,-19.4,-40.8,0,1,3.0,0,0,0
IN108272,BSNL,Uttar Pradesh,Rural,37,Female,Prepaid,5G smartphone,12,283,28,11,Retail shop,0,49.6,113,17,19.8,40.4,0,0,3.0,1,0,0
IN108273,Jio,Maharashtra,Rural,18,Female,Prepaid,5G smartphone,5,228,28,2,UPI app,0,18.9,339,21,-0.9,-16.5,0,0,3.0,2,0,0
IN108274,Airtel,Uttar Pradesh,Tier-3,35,Male,Prepaid,4G smartphone,40,418,28,2,UPI app,1,17.1,520,19,-17.4,24.4,1,0,4.4,1,0,0
IN108275,Jio,Bihar,Metro,36,Male,Prepaid,4G smartphone,25,320,84,22,UPI app,1,27.1,285,20,-0.7,27.2,1,1,2.5,0,1,0
IN108276,Jio,Delhi,Rural,25,Female,Postpaid,4G smartphone,16,622,30,22,Auto-debit,0,16.5,154,23,1.1,6.4,0,0,2.6,1,3,0
IN108277,Jio,Karnataka,Tier-3,23,Female,Prepaid,4G smartphone,26,390,84,21,Operator app,0,12.1,260,21,-20.9,7.6,1,0,1.2,0,2,0
IN108278,Vi,Rajasthan,Rural,24,Female,Prepaid,4G smartphone,4,169,365,185,UPI app,0,21.7,359,15,16.3,-18.1,0,0,5.5,1,1,1
IN108279,Airtel,Gujarat,Tier-2,28,Male,Prepaid,5G smartphone,16,398,28,24,Retail shop,0,31.5,543,23,-2.4,38.4,1,1,5.4,1,1,0
IN108280,Jio,Tamil Nadu,Tier-3,28,Male,Prepaid,5G smartphone,36,145,28,22,UPI app,0,28.1,356,23,9.2,24.6,1,0,3.0,1,1,0
IN108281,Jio,Maharashtra,Tier-2,37,Female,Prepaid,4G smartphone,35,186,56,39,Operator app,0,11.6,144,19,-6.8,44.0,0,1,1.4,2,2,0
IN108282,Jio,Delhi,Tier-3,26,Male,Prepaid,5G smartphone,4,153,28,13,Retail shop,0,33.1,239,15,-16.8,-31.9,1,0,3.1,1,3,0
IN108283,Jio,Mumbai,Rural,48,Female,Prepaid,4G smartphone,69,99,28,49,Operator app,0,23.8,290,23,-21.0,39.1,0,0,3.9,0,0,0
IN108284,Airtel,Bihar,Metro,47,Male,Prepaid,4G smartphone,33,233,28,5,Retail shop,0,12.4,484,20,16.4,19.6,0,1,2.1,0,0,0
IN108285,Airtel,West Bengal,Metro,34,Female,Prepaid,5G smartphone,18,308,28,2,Retail shop,0,29.3,313,31,18.0,63.6,1,1,4.1,0,0,0
IN108286,Jio,Delhi,Metro,28,Male,Prepaid,5G smartphone,32,269,365,78,UPI app,0,50.2,229,19,-13.1,13.6,0,1,1.8,3,4,0
IN108287,Vi,Gujarat,Metro,26,Male,Prepaid,5G smartphone,69,191,84,60,UPI app,0,31.0,365,24,-14.2,-1.3,1,1,1.0,0,0,0
IN108288,Airtel,Uttar Pradesh,Tier-2,35,Female,Prepaid,4G smartphone,5,106,365,352,UPI app,0,15.0,431,17,-28.6,24.0,0,0,1.8,1,0,0
IN108289,Airtel,Maharashtra,Metro,36,Female,Prepaid,4G smartphone,25,230,28,2,UPI app,0,8.2,249,24,16.9,6.7,0,1,6.7,2,1,0
IN108290,Jio,Rajasthan,Tier-2,29,Male,Postpaid,4G smartphone,4,429,30,14,Auto-debit,1,16.5,458,25,8.3,-32.5,0,0,1.3,1,1,0
IN108291,BSNL,Rajasthan,Tier-3,28,Female,Prepaid,4G smartphone,17,419,28,8,Operator app,1,20.7,556,19,-20.9,19.6,0,0,3.2,4,2,0
IN108292,Jio,Mumbai,Rural,35,Male,Postpaid,5G smartphone,50,437,30,1,Auto-debit,1,27.3,260,23,39.2,-46.6,0,0,4.0,0,1,0
IN108293,Airtel,Tamil Nadu,Tier-2,32,Female,Prepaid,5G smartphone,11,465,84,20,UPI app,0,35.2,486,16,9.0,6.4,0,1,3.4,2,1,0
IN108294,Jio,Karnataka,Metro,26,Male,Prepaid,5G smartphone,17,233,365,160,Retail shop,0,25.6,336,18,-8.3,31.5,1,1,1.2,0,0,0
IN108295,Jio,Bihar,Rural,33,Female,Prepaid,4G smartphone,7,277,28,4,Retail shop,0,7.5,319,25,15.1,-17.4,0,0,2.0,0,0,1
IN108296,Jio,Gujarat,Tier-2,25,Female,Postpaid,4G smartphone,53,629,30,18,Operator app,0,5.9,361,24,-2.8,18.2,0,1,3.9,1,1,0
IN108297,Airtel,West Bengal,Tier-2,24,Male,Postpaid,5G smartphone,22,434,30,14,Auto-debit,0,51.2,482,18,-26.4,6.6,0,0,2.1,0,1,1
IN108298,Airtel,Delhi,Tier-2,31,Male,Prepaid,5G smartphone,1,275,28,12,Operator app,0,82.5,209,23,-17.0,18.2,0,0,1.4,0,3,0
IN108299,Airtel,Rajasthan,Rural,26,Female,Prepaid,4G smartphone,21,178,56,8,UPI app,0,31.4,283,29,2.7,-5.7,0,0,1.9,1,1,0
IN108300,Jio,Maharashtra,Tier-2,24,Male,Prepaid,Feature phone,16,226,56,21,UPI app,0,0.3,399,21,2.0,29.6,1,1,2.6,0,1,0
IN108301,Jio,Karnataka,Rural,42,Male,Postpaid,5G smartphone,32,246,30,3,Auto-debit,0,49.8,405,14,-5.5,10.1,0,0,7.1,0,0,0
IN108302,Airtel,Uttar Pradesh,Tier-2,28,Female,Prepaid,Feature phone,19,502,365,67,UPI app,1,0.4,631,21,19.4,40.2,0,1,1.6,1,0,0
IN108303,Jio,Uttar Pradesh,Metro,50,Male,Prepaid,4G smartphone,8,362,84,44,Retail shop,0,10.8,506,16,-25.2,42.1,1,1,4.9,1,1,0
IN108304,Jio,Karnataka,Metro,38,Female,Prepaid,4G smartphone,43,203,28,47,UPI app,0,30.6,455,23,-3.0,-7.5,0,1,1.4,0,0,0
IN108305,Airtel,Bihar,Rural,23,Female,Prepaid,5G smartphone,3,220,28,2,UPI app,0,22.2,754,28,-8.0,-3.1,0,1,3.4,1,1,1
IN108306,Jio,Bihar,Tier-3,43,Male,Prepaid,4G smartphone,17,191,84,30,UPI app,1,14.0,64,15,23.9,19.3,1,0,1.2,2,4,0
IN108307,Jio,Delhi,Tier-3,24,Male,Prepaid,4G smartphone,23,352,28,9,Retail shop,0,13.9,370,25,-10.9,5.8,0,0,4.7,1,0,0
IN108308,Jio,Bihar,Rural,51,Female,Postpaid,4G smartphone,15,397,30,13,Auto-debit,1,11.5,301,21,14.7,5.8,0,0,2.3,1,1,0
IN108309,BSNL,Uttar Pradesh,Tier-3,34,Male,Prepaid,4G smartphone,1,212,28,15,UPI app,0,34.2,79,14,29.3,-43.4,0,0,1.1,0,0,0
IN108310,Vi,Gujarat,Metro,37,Female,Prepaid,4G smartphone,37,241,28,8,Operator app,0,32.3,454,16,3.5,-43.0,0,1,2.1,1,1,0
IN108311,Airtel,Gujarat,Tier-3,32,Male,Prepaid,4G smartphone,40,255,28,21,UPI app,0,7.4,196,14,16.2,40.3,1,0,1.0,0,0,0
IN108312,Airtel,Maharashtra,Tier-2,34,Male,Prepaid,5G smartphone,1,250,28,10,Retail shop,0,40.1,156,13,16.1,42.8,0,1,3.0,0,0,0
IN108313,Airtel,Gujarat,Tier-3,29,Male,Prepaid,5G smartphone,24,334,56,14,UPI app,0,29.8,443,22,17.5,0.9,1,0,2.3,0,0,0
IN108314,Airtel,West Bengal,Rural,22,Male,Prepaid,5G smartphone,66,213,28,22,UPI app,0,22.4,254,18,-19.4,40.0,1,0,2.3,2,2,0
IN108315,Jio,Rajasthan,Tier-2,35,Male,Postpaid,5G smartphone,61,1358,30,9,Operator app,1,26.6,526,15,2.4,-2.7,1,0,1.1,1,3,0
IN108316,Vi,Uttar Pradesh,Tier-2,42,Male,Prepaid,4G smartphone,6,239,84,60,UPI app,0,17.7,292,20,-21.4,-7.5,1,0,1.2,1,2,0
IN108317,Vi,Gujarat,Tier-3,20,Male,Prepaid,Feature phone,24,163,28,22,Retail shop,0,0.5,397,20,21.4,-14.3,1,1,1.3,0,0,0
IN108318,Airtel,Bihar,Metro,47,Male,Prepaid,4G smartphone,120,232,84,30,Retail shop,0,21.6,601,22,-33.9,-8.3,1,1,2.2,0,0,0
IN108319,Jio,Bihar,Tier-2,38,Male,Prepaid,4G smartphone,32,195,365,20,UPI app,1,22.5,577,19,10.3,-7.6,1,1,2.2,1,1,1
IN108320,Airtel,Mumbai,Tier-3,27,Male,Prepaid,Feature phone,54,162,28,14,Retail shop,0,0.2,319,17,-2.3,-45.0,0,0,9.1,2,0,1
IN108321,Jio,Uttar Pradesh,Tier-2,27,Male,Prepaid,4G smartphone,9,428,28,27,UPI app,0,15.0,243,18,-6.6,-39.3,0,1,2.0,0,0,1
IN108322,Airtel,Maharashtra,Metro,50,Male,Prepaid,Feature phone,51,274,84,40,Operator app,0,0.4,375,16,-35.8,-29.4,1,1,2.2,0,2,0
IN108323,BSNL,West Bengal,Tier-3,41,Female,Postpaid,4G smartphone,3,550,30,19,Operator app,1,24.6,385,20,-1.5,23.6,0,0,0.5,0,1,0
IN108324,Vi,West Bengal,Tier-2,43,Male,Prepaid,4G smartphone,6,161,84,20,UPI app,0,5.1,276,19,-27.2,9.1,1,0,3.7,1,0,1
IN108325,Airtel,Rajasthan,Tier-2,29,Male,Prepaid,4G smartphone,67,252,28,12,UPI app,1,38.8,557,27,-7.5,37.9,1,1,1.1,1,1,0
IN108326,Jio,Maharashtra,Rural,37,Female,Prepaid,4G smartphone,3,99,28,11,Retail shop,0,15.9,194,24,2.1,-22.2,1,0,1.9,1,2,0
IN108327,Jio,Gujarat,Metro,35,Female,Prepaid,4G smartphone,38,340,56,25,Operator app,1,19.0,325,25,1.1,20.8,0,1,0.5,0,1,0
IN108328,Vi,Rajasthan,Metro,30,Male,Prepaid,Feature phone,22,249,28,21,UPI app,0,0.2,322,20,-7.5,2.7,1,0,2.3,1,2,0
IN108329,Jio,Mumbai,Rural,33,Female,Postpaid,5G smartphone,83,772,30,1,Operator app,1,27.3,232,27,-23.9,-11.5,0,0,3.8,0,1,0
IN108330,Airtel,West Bengal,Metro,43,Female,Prepaid,5G smartphone,32,401,56,9,Operator app,1,18.5,245,20,-4.1,-2.5,0,1,1.9,2,0,0
IN108331,Jio,Tamil Nadu,Rural,47,Female,Prepaid,4G smartphone,18,255,365,337,UPI app,0,26.6,238,24,32.0,-11.5,0,1,3.3,1,1,0
IN108332,Airtel,Bihar,Tier-3,29,Female,Prepaid,4G smartphone,18,159,28,13,Retail shop,0,12.5,436,16,-15.4,-20.7,0,0,3.8,1,1,1
IN108333,Jio,Maharashtra,Tier-3,18,Female,Prepaid,4G smartphone,17,245,28,23,UPI app,1,14.9,409,25,-1.8,24.7,1,1,1.1,1,3,1
IN108334,Airtel,West Bengal,Tier-2,48,Female,Prepaid,4G smartphone,4,501,28,9,UPI app,0,11.3,193,18,18.3,-29.3,1,1,5.8,0,0,0
IN108335,Jio,Gujarat,Tier-2,48,Male,Prepaid,Feature phone,21,193,84,43,UPI app,0,0.3,58,23,5.6,-24.7,1,0,2.6,0,0,1
IN108336,Vi,Karnataka,Rural,36,Female,Prepaid,4G smartphone,111,143,28,14,Retail shop,0,23.0,377,19,-4.4,-4.5,0,0,2.4,1,1,0
IN108337,Airtel,Maharashtra,Metro,49,Male,Prepaid,4G smartphone,21,306,28,22,Operator app,0,9.8,454,20,-38.6,0.8,0,1,1.3,0,0,0
IN108338,Jio,Gujarat,Rural,35,Female,Prepaid,4G smartphone,84,210,28,4,Retail shop,1,17.5,413,20,-13.6,-19.2,1,1,2.7,0,1,0
IN108339,Jio,Gujarat,Rural,22,Female,Prepaid,5G smartphone,2,243,28,22,Retail shop,0,24.5,154,24,1.2,2.0,0,0,3.3,0,2,0
IN108340,Airtel,Karnataka,Tier-3,18,Male,Postpaid,4G smartphone,44,600,30,4,Auto-debit,0,19.6,575,23,-1.2,-2.6,0,0,2.6,1,3,0
IN108341,Jio,Rajasthan,Metro,18,Male,Prepaid,4G smartphone,9,326,28,36,UPI app,0,24.6,326,23,10.1,-30.5,1,1,0.4,1,1,1
IN108342,Jio,Mumbai,Tier-3,32,Female,Prepaid,5G smartphone,36,169,28,5,Retail shop,0,33.7,381,26,-38.5,3.4,1,0,3.1,0,0,0
IN108343,Jio,Karnataka,Tier-3,27,Female,Prepaid,4G smartphone,37,434,56,44,UPI app,0,25.6,303,18,-31.6,60.7,1,0,3.6,0,1,0
IN108344,Vi,Rajasthan,Metro,26,Female,Prepaid,Feature phone,73,512,84,42,UPI app,0,0.8,363,17,5.1,-20.4,0,1,2.0,0,2,0
IN108345,Jio,West Bengal,Rural,30,Female,Prepaid,4G smartphone,120,227,28,32,UPI app,0,19.0,231,17,-29.5,14.1,0,0,3.1,1,0,0
IN108346,Jio,Maharashtra,Metro,40,Male,Prepaid,5G smartphone,76,468,28,11,UPI app,0,35.4,174,17,-21.3,8.4,1,1,2.8,1,1,0
IN108347,Airtel,Maharashtra,Rural,26,Female,Prepaid,5G smartphone,6,191,84,30,UPI app,0,21.4,617,21,-8.3,-12.2,0,0,2.5,0,0,0
IN108348,Airtel,Bihar,Metro,24,Female,Prepaid,4G smartphone,25,198,84,29,UPI app,0,11.3,225,29,-0.7,-17.8,1,1,4.2,1,0,1
IN108349,Airtel,Karnataka,Tier-2,27,Male,Prepaid,5G smartphone,22,349,28,9,UPI app,0,36.6,542,20,6.2,-4.4,1,1,2.0,0,0,0
IN108350,Vi,Karnataka,Tier-3,41,Male,Prepaid,4G smartphone,46,140,84,41,Operator app,0,10.8,290,21,55.0,7.1,0,0,2.4,0,0,0
IN108351,Vi,Uttar Pradesh,Metro,31,Female,Prepaid,4G smartphone,35,627,28,27,UPI app,1,12.5,730,25,8.6,-1.1,0,0,2.1,2,1,0
IN108352,Vi,Rajasthan,Metro,34,Female,Prepaid,4G smartphone,15,205,56,34,Retail shop,0,22.3,514,27,-0.5,2.6,0,1,0.9,1,1,0
IN108353,Airtel,Maharashtra,Metro,47,Female,Postpaid,5G smartphone,18,1145,30,14,Auto-debit,0,51.4,373,21,-7.5,-20.5,0,1,3.6,0,0,0
IN108354,Jio,Gujarat,Rural,60,Male,Prepaid,Feature phone,48,376,84,34,UPI app,1,0.1,263,21,22.8,-35.8,1,0,3.9,0,1,0
IN108355,Vi,Rajasthan,Metro,38,Female,Prepaid,4G smartphone,45,190,84,83,Retail shop,0,15.2,285,27,-33.3,4.1,0,1,4.1,3,0,1
IN108356,Jio,Rajasthan,Tier-3,37,Male,Postpaid,Feature phone,25,303,30,19,Operator app,0,0.7,516,18,-14.1,8.6,0,0,3.6,1,2,0
IN108357,Airtel,Uttar Pradesh,Tier-3,20,Male,Prepaid,4G smartphone,18,263,365,228,UPI app,0,13.0,231,27,-10.1,24.7,0,0,5.3,0,0,0
IN108358,Vi,Uttar Pradesh,Tier-3,35,Female,Postpaid,4G smartphone,17,867,30,24,Auto-debit,0,21.8,658,11,-0.9,42.1,1,0,1.0,1,0,0
IN108359,Airtel,Delhi,Tier-2,32,Female,Prepaid,5G smartphone,38,329,28,16,UPI app,0,41.6,282,14,-1.9,36.2,1,1,5.5,1,2,0
IN108360,Airtel,Delhi,Tier-2,40,Female,Postpaid,4G smartphone,91,442,30,8,UPI app,1,15.3,645,27,-6.3,-21.3,0,0,0.6,3,4,0
IN108361,Vi,Uttar Pradesh,Rural,28,Male,Prepaid,4G smartphone,5,337,28,11,UPI app,0,12.4,340,18,1.2,16.7,0,1,2.6,1,0,1
IN108362,Jio,Gujarat,Rural,34,Female,Prepaid,4G smartphone,7,431,28,46,Operator app,0,9.1,379,24,12.9,-11.8,0,0,2.1,1,1,0
IN108363,Jio,Rajasthan,Rural,38,Female,Prepaid,4G smartphone,32,141,56,16,Retail shop,0,7.4,475,16,-30.8,5.3,0,0,3.4,0,4,1
IN108364,Jio,Uttar Pradesh,Tier-3,50,Male,Prepaid,Feature phone,10,253,28,6,Retail shop,0,0.5,402,15,19.7,19.9,0,0,3.4,1,0,0
IN108365,BSNL,Maharashtra,Rural,47,Female,Prepaid,5G smartphone,4,245,56,10,Retail shop,0,14.7,266,17,-34.9,2.4,1,0,2.5,0,0,0
IN108366,Airtel,Rajasthan,Rural,44,Female,Prepaid,4G smartphone,2,178,84,20,Operator app,0,22.3,231,16,-23.0,19.1,0,1,3.3,1,0,0
IN108367,Jio,Tamil Nadu,Tier-2,39,Male,Prepaid,4G smartphone,1,189,28,27,Retail shop,0,25.4,285,24,-0.5,19.8,0,0,1.8,2,5,1
IN108368,Airtel,Mumbai,Rural,27,Female,Postpaid,4G smartphone,22,311,30,7,Auto-debit,0,24.7,162,19,-10.0,45.7,0,0,2.9,3,3,0
IN108369,Airtel,Bihar,Metro,39,Female,Postpaid,5G smartphone,85,378,30,40,UPI app,0,23.9,266,15,9.0,-28.1,0,1,3.6,2,1,0
IN108370,Jio,Maharashtra,Metro,24,Male,Postpaid,5G smartphone,12,955,30,14,UPI app,1,54.9,381,16,24.9,-19.4,0,1,1.3,2,3,0
IN108371,Jio,Mumbai,Tier-2,29,Female,Prepaid,5G smartphone,42,216,28,24,Retail shop,0,8.3,128,20,-31.4,23.9,1,1,0.9,0,2,0
IN108372,Airtel,Karnataka,Tier-2,49,Male,Prepaid,Feature phone,119,462,28,2,Retail shop,1,0.4,196,19,-9.0,-29.1,1,1,1.3,2,2,0
IN108373,Jio,Tamil Nadu,Tier-2,37,Male,Postpaid,Feature phone,105,717,30,4,Auto-debit,0,0.2,331,22,-48.0,9.3,0,1,2.4,1,2,0
IN108374,Jio,Karnataka,Tier-3,34,Male,Prepaid,4G smartphone,33,215,28,29,UPI app,0,18.4,154,19,-1.4,-0.4,1,0,3.0,0,0,1
IN108375,Jio,Uttar Pradesh,Tier-3,35,Female,Prepaid,4G smartphone,37,368,28,6,Retail shop,0,11.2,33,20,6.3,23.9,0,0,3.6,1,1,0
IN108376,Jio,Rajasthan,Rural,31,Male,Prepaid,4G smartphone,9,191,84,16,Operator app,0,9.5,168,27,-13.5,-1.8,0,1,2.7,3,1,1
IN108377,Vi,Gujarat,Tier-2,18,Female,Prepaid,5G smartphone,39,212,56,64,Retail shop,1,13.7,197,30,7.5,-13.0,0,1,1.1,1,0,0
IN108378,Jio,Bihar,Tier-2,19,Male,Prepaid,5G smartphone,39,333,28,24,UPI app,0,35.6,655,13,6.0,23.6,0,0,1.7,2,1,0
IN108379,Jio,Rajasthan,Tier-3,38,Male,Postpaid,4G smartphone,28,417,30,17,Auto-debit,1,14.7,423,22,-11.4,1.6,1,1,1.1,1,0,0
IN108380,Jio,Tamil Nadu,Tier-3,22,Female,Prepaid,Feature phone,6,233,28,9,UPI app,0,0.3,340,15,7.8,-4.8,0,0,2.3,1,0,1
IN108381,Jio,Delhi,Rural,30,Male,Prepaid,Feature phone,1,221,56,67,Retail shop,0,0.6,313,22,-22.0,-18.3,0,0,4.7,1,0,1
IN108382,Airtel,Mumbai,Tier-2,19,Male,Prepaid,4G smartphone,28,261,28,15,Operator app,0,11.3,207,29,-7.3,21.6,0,0,2.7,0,0,0
IN108383,Airtel,Gujarat,Metro,24,Male,Prepaid,Feature phone,3,348,28,17,UPI app,0,0.7,296,20,6.8,-25.9,0,1,2.3,0,1,0
IN108384,Airtel,Tamil Nadu,Rural,31,Male,Postpaid,4G smartphone,12,511,30,9,Auto-debit,0,7.6,379,14,4.5,16.1,0,0,3.7,0,1,0
IN108385,Jio,Gujarat,Metro,41,Male,Prepaid,Feature phone,9,324,28,14,UPI app,0,1.1,467,19,-0.0,12.7,0,1,3.3,0,1,0
IN108386,BSNL,Uttar Pradesh,Tier-3,43,Female,Postpaid,4G smartphone,40,417,30,10,Operator app,1,38.2,232,17,4.1,2.2,0,0,2.1,0,0,0
IN108387,Jio,Rajasthan,Tier-2,24,Male,Prepaid,Feature phone,57,177,28,16,UPI app,0,0.4,340,17,-6.9,-50.2,0,0,0.7,2,1,0
IN108388,Jio,Maharashtra,Tier-2,35,Male,Prepaid,5G smartphone,1,196,365,525,UPI app,1,62.6,476,16,0.7,11.2,0,0,4.5,1,0,1
IN108389,Jio,Bihar,Rural,18,Male,Postpaid,4G smartphone,9,351,30,9,Operator app,0,11.8,283,21,-14.4,14.3,0,0,3.0,2,4,1
IN108390,Jio,Karnataka,Tier-2,32,Female,Prepaid,5G smartphone,11,320,28,8,Retail shop,0,39.0,210,10,9.2,32.6,0,1,2.5,1,4,1
IN108391,Jio,Gujarat,Metro,41,Female,Prepaid,4G smartphone,19,554,28,12,UPI app,1,5.6,430,20,16.7,28.8,1,0,2.3,1,0,0
IN108392,Jio,Maharashtra,Rural,31,Female,Prepaid,4G smartphone,30,193,28,9,Retail shop,0,11.2,436,31,-9.6,-21.5,1,0,3.2,1,1,0
IN108393,Jio,Mumbai,Metro,45,Female,Prepaid,4G smartphone,30,466,56,18,Retail shop,1,23.3,268,18,-0.9,-27.8,0,0,1.2,1,2,0
IN108394,Airtel,Karnataka,Tier-2,40,Female,Prepaid,5G smartphone,117,199,28,7,Operator app,1,77.4,174,20,-15.8,-25.5,0,1,6.2,0,1,0
IN108395,Jio,Tamil Nadu,Tier-3,34,Male,Prepaid,4G smartphone,11,207,28,16,UPI app,0,14.9,128,21,17.1,14.2,0,1,2.0,1,0,0
IN108396,Jio,Mumbai,Tier-2,29,Female,Prepaid,4G smartphone,17,239,28,7,UPI app,0,8.3,315,27,22.6,21.5,1,1,3.8,0,1,1
IN108397,Jio,Bihar,Tier-3,26,Male,Postpaid,Feature phone,6,614,30,28,Auto-debit,0,0.6,273,12,13.5,-8.4,0,0,2.2,0,1,0
IN108398,BSNL,Karnataka,Tier-2,18,Female,Prepaid,5G smartphone,1,205,365,54,UPI app,0,15.8,504,25,24.4,-15.9,1,1,1.0,0,0,0
IN108399,Vi,Maharashtra,Tier-2,19,Female,Prepaid,4G smartphone,69,329,84,24,Retail shop,0,9.7,314,19,28.0,-13.4,1,1,1.9,2,2,0
IN108400,Jio,Maharashtra,Tier-2,41,Female,Prepaid,4G smartphone,14,287,28,6,Retail shop,0,12.6,669,24,16.0,-26.3,0,0,2.3,1,1,1
IN108401,Airtel,Maharashtra,Rural,47,Male,Prepaid,5G smartphone,17,205,56,14,UPI app,0,39.3,451,13,41.6,-13.4,1,0,2.4,1,2,0
IN108402,Jio,West Bengal,Metro,21,Female,Prepaid,Feature phone,65,247,28,15,UPI app,0,0.3,254,10,8.4,3.8,1,0,1.9,0,2,0
IN108403,Vi,Bihar,Rural,32,Female,Prepaid,5G smartphone,12,108,56,18,UPI app,0,25.2,364,14,-21.2,-29.2,1,0,1.4,0,1,0
IN108404,BSNL,Bihar,Tier-2,18,Male,Prepaid,4G smartphone,28,217,365,159,Operator app,0,17.2,568,19,4.7,1.6,1,1,4.6,3,2,0
IN108405,Vi,Rajasthan,Tier-2,22,Male,Prepaid,5G smartphone,8,330,28,5,UPI app,0,43.8,511,16,10.4,11.0,1,1,0.8,2,1,1
